"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.277298778E2,6.650197223E1,2.576601525E1,1.472868105E2,1.549931720E0,5.752947998E1,4.732575066E0,3.380424570E0
4.287298751E2,6.650198140E1,2.576604619E1,1.480361120E2,1.569824691E0,5.752947998E1,4.732466599E0,3.380576419E0
4.297298726E2,6.650199034E1,2.576607592E1,1.474661377E2,1.603097225E0,5.752947998E1,4.732711440E0,3.380233640E0
4.307298707E2,6.650200182E1,2.576610251E1,1.476941135E2,1.632252983E0,5.752947998E1,4.732797320E0,3.380113394E0
4.317298676E2,6.650200517E1,2.576614306E1,1.479436179E2,1.628106125E0,4.537246704E1,4.732601314E0,3.380387824E0
4.327298639E2,6.650202132E1,2.576615590E1,1.487809883E2,1.572099674E0,5.752947998E1,4.732470036E0,3.380571608E0
4.337298610E2,6.650203115E1,2.576618189E1,1.495968242E2,1.558661377E0,4.537246704E1,4.732005071E0,3.381222418E0
4.347298590E2,6.650203980E1,2.576620885E1,1.500173494E2,1.545126592E0,4.537246704E1,4.731102354E0,3.382485410E0
4.357298555E2,6.650204472E1,2.576623791E1,1.514076014E2,1.411935015E0,3.460580444E1,4.731058172E0,3.382547207E0
4.367298540E2,6.650205359E1,2.576626283E1,1.514921104E2,1.507522134E0,4.537246704E1,4.732184030E0,3.380971952E0
4.377298503E2,6.650206546E1,2.576628505E1,1.518261566E2,1.572487518E0,3.460580444E1,4.731575615E0,3.381823360E0
4.387298467E2,6.650207489E1,2.576630610E1,1.523307960E2,1.513258752E0,3.460580444E1,4.730809670E0,3.382894751E0
4.397298447E2,6.650208809E1,2.576632142E1,1.525519905E2,1.516319208E0,3.460580444E1,4.731399985E0,3.382069073E0
4.407298418E2,6.650210553E1,2.576631930E1,1.523612220E2,1.593203712E0,3.460580444E1,4.730385439E0,3.383487938E0
4.417298381E2,6.650211543E1,2.576634278E1,1.524198610E2,1.545616245E0,3.460580444E1,4.731631599E0,3.381745029E0
4.427298359E2,6.650212635E1,2.576636280E1,1.527883545E2,1.539774623E0,3.460580444E1,4.731142309E0,3.382429524E0
4.437298318E2,6.650213733E1,2.576638905E1,1.526095654E2,1.589466172E0,4.646575928E1,4.731763807E0,3.381560040E0
4.447298330E2,6.650214631E1,2.576641589E1,1.527177609E2,1.589002473E0,4.646575928E1,4.730708663E0,3.383036001E0
4.457298270E2,6.650215815E1,2.576644595E1,1.529273591E2,1.634161272E0,4.646575928E1,4.730596760E0,3.383192476E0
4.467298242E2,6.650216399E1,2.576648068E1,1.539055256E2,1.539236739E0,4.646575928E1,4.730045578E0,3.383963041E0
4.477298205E2,6.650217567E1,2.576650208E1,1.547962380E2,1.481226761E0,4.646575928E1,4.731356408E0,3.382130035E0
4.487298173E2,6.650218220E1,2.576654673E1,1.536092485E2,1.618986438E0,7.571557617E1,4.732399716E0,3.380670046E0
4.497298145E2,6.650218485E1,2.576658365E1,1.529990170E2,1.573650082E0,7.554605103E1,4.733188647E0,3.379565395E0
4.507298108E2,6.650218439E1,2.576661976E1,1.522586160E2,1.510908567E0,7.554605103E1,4.733804105E0,3.378703261E0
4.517298083E2,6.650219316E1,2.576665722E1,1.525728869E2,1.596536706E0,7.554605103E1,4.733847645E0,3.378642258E0
4.527298077E2,6.650219530E1,2.576669506E1,1.531071906E2,1.598157505E0,7.554605103E1,4.733658259E0,3.378907592E0
4.537298026E2,6.650219927E1,2.576672890E1,1.539453080E2,1.548207968E0,7.554605103E1,4.733054541E0,3.379753208E0
4.547297993E2,6.650220719E1,2.576676525E1,1.535569117E2,1.622883234E0,6.828668213E1,4.733570759E0,3.379030172E0
4.557297952E2,6.650221013E1,2.576679998E1,1.527283975E2,1.565415042E0,6.828668213E1,4.734431748E0,3.377823715E0
4.567297925E2,6.650221882E1,2.576683474E1,1.529005710E2,1.617382977E0,6.828668213E1,4.735340483E0,3.376549651E0
4.577297891E2,6.650222814E1,2.576687537E1,1.529846983E2,1.683650302E0,5.364733887E1,4.734187511E0,3.378166017E0
4.587297871E2,6.650223542E1,2.576690814E1,1.528742238E2,1.623062755E0,6.828668213E1,4.733513919E0,3.379109796E0
4.597297829E2,6.650224070E1,2.576693770E1,1.528537534E2,1.554787179E0,6.828668213E1,4.733264976E0,3.379458491E0
4.607297797E2,6.650224893E1,2.576695734E1,1.521730064E2,1.511099428E0,5.364733887E1,4.734812333E0,3.377290216E0
4.617297764E2,6.650225894E1,2.576698658E1,1.521251041E2,1.603563076E0,5.326821899E1,4.735082183E0,3.376911867E0
4.627297740E2,6.650227314E1,2.576700698E1,1.521876024E2,1.660802710E0,3.844018555E1,4.734190379E0,3.378161999E0
4.637297701E2,6.650228326E1,2.576703283E1,1.523274979E2,1.624335307E0,5.326821899E1,4.730206796E0,3.383737682E0
4.647297676E2,6.650230441E1,2.576703317E1,1.531794162E2,1.597889319E0,3.844018555E1,4.724177549E0,3.392150279E0
4.657297645E2,6.650231518E1,2.576705312E1,1.533157076E2,1.553496055E0,3.844018555E1,4.723391769E0,3.393244352E0
4.667297610E2,6.650232953E1,2.576705841E1,1.534155726E2,1.586051069E0,3.844018555E1,4.718473212E0,3.400080525E0
4.677297580E2,6.650234397E1,2.576707420E1,1.530156841E2,1.630678653E0,3.844018555E1,4.717895347E0,3.400882316E0
4.687297541E2,6.650235601E1,2.576710497E1,1.536221458E2,1.634105684E0,5.456222534E1,4.714654647E0,3.405373487E0
4.697297508E2,6.650236695E1,2.576714200E1,1.541989405E2,1.661141258E0,5.456222534E1,4.714556251E0,3.405509711E0
4.707297487E2,6.650236724E1,2.576718931E1,1.533227763E2,1.527931037E0,5.456222534E1,4.721861494E0,3.395373479E0
4.717297448E2,6.650235703E1,2.576722796E1,1.522991210E2,1.361899434E0,8.054873657E1,4.728451015E0,3.386190785E0
4.727297417E2,6.650235148E1,2.576724606E1,1.503807791E2,9.525355482E-1,8.054873657E1,4.729790845E0,3.384319074E0
4.737297387E2,6.650236889E1,2.576730100E1,1.501929519E2,1.299989766E0,5.456222534E1,4.732025666E0,3.381193596E0
4.747297355E2,6.650237448E1,2.576734980E1,1.511123408E2,1.611226084E0,8.054873657E1,4.733796675E0,3.378713671E0
4.757297324E2,6.650238424E1,2.576738085E1,1.522759494E2,1.558566435E0,5.456222534E1,4.730314903E0,3.383586551E0
4.767297297E2,6.650239038E1,2.576741996E1,1.525176067E2,1.605429259E0,7.870352173E1,4.729267726E0,3.385050045E0
4.777297260E2,6.650239421E1,2.576745253E1,1.527529617E2,1.578256706E0,7.870352173E1,4.729034188E0,3.385376298E0
4.787297221E2,6.650239886E1,2.576749146E1,1.531848100E2,1.589522207E0,7.870352173E1,4.729833703E0,3.384259177E0
4.797297195E2,6.650240471E1,2.576752930E1,1.533500696E2,1.603731998E0,7.870352173E1,4.730859786E0,3.382824666E0
4.807297158E2,6.650240737E1,2.576756716E1,1.544631100E2,1.581928087E0,8.062167358E1,4.731905016E0,3.381362441E0
4.817297122E2,6.650240999E1,2.576760162E1,1.557134497E2,1.487730535E0,8.062167358E1,4.732608579E0,3.380377652E0
4.827297094E2,6.650241555E1,2.576764232E1,1.557012973E2,1.615808971E0,7.679901123E1,4.732919064E0,3.379942923E0
4.837297058E2,6.650241291E1,2.576768061E1,1.554698711E2,1.584585512E0,8.062167358E1,4.733846416E0,3.378643980E0
4.847297037E2,6.650241994E1,2.576771576E1,1.567596446E2,1.574919523E0,7.679901123E1,4.734498877E0,3.377729624E0
4.857296997E2,6.650242166E1,2.576775853E1,1.568646913E2,1.649091743E0,7.679901123E1,4.734050316E0,3.378358275E0
4.867296973E2,6.650242826E1,2.576778928E1,1.571092913E2,1.578225679E0,7.679901123E1,4.733725952E0,3.378812757E0
4.877296939E2,6.650243678E1,2.576782069E1,1.577588421E2,1.582735451E0,7.679901123E1,4.732867996E0,3.380014433E0
4.887296903E2,6.650243856E1,2.576786091E1,1.566946436E2,1.589688857E0,7.669058228E1,4.733725936E0,3.378812779E0
4.897296871E2,6.650244220E1,2.576789824E1,1.565901118E2,1.616661722E0,7.669058228E1,4.732648256E0,3.380322102E0
4.907296836E2,6.650245177E1,2.576793390E1,1.567101753E2,1.634337379E0,7.472079468E1,4.731299508E0,3.382209632E0
4.917296802E2,6.650245512E1,2.576796945E1,1.572205191E2,1.597322734E0,7.472079468E1,4.729667896E0,3.384490896E0
4.927296772E2,6.650244696E1,2.576802253E1,1.561189847E2,1.699250043E0,7.669058228E1,4.730498060E0,3.383330480E0
4.937296747E2,6.650245732E1,2.576805489E1,1.567788511E2,1.626087633E0,7.472079468E1,4.730672200E0,3.383086988E0
4.947296710E2,6.650247022E1,2.576808660E1,1.555262457E2,1.643725171E0,6.777487183E1,4.734039237E0,3.378373801E0
4.957296672E2,6.650247134E1,2.576813420E1,1.572416283E2,1.667656217E0,6.777487183E1,4.733134110E0,3.379641776E0
4.967296652E2,6.650247354E1,2.576816908E1,1.577913047E2,1.572288303E0,7.472079468E1,4.731626548E0,3.381752097E0
4.977296602E2,6.650247830E1,2.576820957E1,1.573566039E2,1.622358468E0,6.777487183E1,4.732281105E0,3.380836077E0
4.987296582E2,6.650247422E1,2.576824479E1,1.557691912E2,1.417099693E0,7.472079468E1,4.734284862E0,3.378029585E0
4.997296549E2,6.650248599E1,2.576828600E1,1.566874098E2,1.646649521E0,6.777487183E1,4.734640640E0,3.377530910E0
5.007296520E2,6.650249342E1,2.576832805E1,1.570809766E2,1.683809722E0,7.022290039E1,4.732693376E0,3.380258931E0
5.017296482E2,6.650250372E1,2.576836228E1,1.579955031E2,1.661063687E0,7.022290039E1,4.731506940E0,3.381919442E0
5.027296453E2,6.650251081E1,2.576838770E1,1.574552744E2,1.517864242E0,4.915222168E1,4.732161886E0,3.381002945E0
5.037296419E2,6.650251858E1,2.576841785E1,1.572387665E2,1.532395266E0,4.915222168E1,4.732709278E0,3.380236667E0
5.047296388E2,6.650252587E1,2.576844978E1,1.574186089E2,1.584838944E0,4.915222168E1,4.732221041E0,3.380920148E0
5.057296356E2,6.650254385E1,2.576845686E1,1.578672423E2,1.583739286E0,4.915222168E1,4.729467954E0,3.384770288E0
5.067296321E2,6.650256057E1,2.576845269E1,1.575659052E2,1.602961831E0,4.915222168E1,4.728669503E0,3.385885669E0
5.077296292E2,6.650256325E1,2.576850556E1,1.593413560E2,1.548386722E0,4.915222168E1,4.728197857E0,3.386544264E0
5.087296253E2,6.650256999E1,2.576854262E1,1.605253459E2,1.618985720E0,5.000347900E1,4.729049869E0,3.385354394E0
5.097296220E2,6.650257218E1,2.576858605E1,1.608636409E2,1.634918330E0,5.122198486E1,4.731044671E0,3.382566091E0
5.107298560E2,6.650257936E1,2.576862341E1,1.608331091E2,1.651172949E0,5.122198486E1,4.733060906E0,3.379744294E0
5.117298594E2,6.650259361E1,2.576864658E1,1.608235851E2,1.665355413E0,4.863848877E1,4.732288041E0,3.380826368E0
5.127298611E2,6.650260778E1,2.576866602E1,1.611813830E2,1.646241271E0,4.863848877E1,4.730886590E0,3.382787180E0
5.137298672E2,6.650261399E1,2.576869933E1,1.615503224E2,1.625483880E0,4.863848877E1,4.729867288E0,3.384212238E0
5.147298727E2,6.650262117E1,2.576873508E1,1.623795164E2,1.623106883E0,4.863848877E1,4.730869717E0,3.382810777E0
5.157298747E2,6.650262589E1,2.576876892E1,1.622247798E2,1.600564722E0,4.863848877E1,4.732046051E0,3.381165066E0
5.167298763E2,6.650263838E1,2.576879161E1,1.626316186E2,1.591227058E0,4.863848877E1,4.731941320E0,3.381311635E0
5.177298840E2,6.650264792E1,2.576882443E1,1.641943003E2,1.584878968E0,4.863848877E1,4.731544439E0,3.381866978E0
5.187298870E2,6.650266039E1,2.576884336E1,1.646171565E2,1.559452292E0,4.859036255E1,4.731401033E0,3.382067607E0
5.197298938E2,6.650266949E1,2.576887237E1,1.638605440E2,1.611671112E0,4.859036255E1,4.731136530E0,3.382437607E0
5.207299024E2,6.650267596E1,2.576890399E1,1.635312436E2,1.598939883E0,4.859036255E1,4.732229567E0,3.380908215E0
5.217299078E2,6.650269360E1,2.576890954E1,1.640653280E2,1.604463469E0,4.859036255E1,4.731793094E0,3.381519060E0
5.227299147E2,6.650269834E1,2.576894748E1,1.638185039E2,1.632619414E0,4.859036255E1,4.728920754E0,3.385534749E0
5.237299180E2,6.650270781E1,2.576897151E1,1.632137758E2,1.579046841E0,6.089871216E1,4.729711434E0,3.384430053E0
5.247299174E2,6.650271903E1,2.576899584E1,1.635017182E2,1.618864500E0,6.089871216E1,4.731286230E0,3.382228207E0
5.257299172E2,6.650273020E1,2.576902147E1,1.644853148E2,1.578077647E0,6.089871216E1,4.730343337E0,3.383546800E0
5.267299167E2,6.650273676E1,2.576905842E1,1.636714012E2,1.599289879E0,6.089871216E1,4.730416273E0,3.383444830E0
5.277299159E2,6.650274136E1,2.576910004E1,1.629792603E2,1.592327972E0,6.089871216E1,4.731800021E0,3.381509366E0
5.287299148E2,6.650274850E1,2.576913386E1,1.630342881E2,1.584840101E0,6.089871216E1,4.732542063E0,3.380470774E0
5.297299141E2,6.650275067E1,2.576918504E1,1.630065201E2,1.702481986E0,6.089871216E1,4.732669028E0,3.380293020E0
5.307299122E2,6.650275561E1,2.576921910E1,1.629215627E2,1.621679129E0,6.089871216E1,4.733987518E0,3.378446272E0
5.317299113E2,6.650275968E1,2.576925414E1,1.626966483E2,1.571561342E0,8.000387573E1,4.734415817E0,3.377846045E0
5.327299097E2,6.650276538E1,2.576927614E1,1.610437804E2,1.311237638E0,8.000387573E1,4.736607018E0,3.374772731E0
5.337299081E2,6.650278128E1,2.576931100E1,1.618889874E2,1.672302179E0,8.000387573E1,4.737383983E0,3.373681969E0
5.347299067E2,6.650278356E1,2.576935489E1,1.631089499E2,1.618567861E0,8.000387573E1,4.733880468E0,3.378596268E0
5.357299048E2,6.650277175E1,2.576941128E1,1.623448155E2,1.706907948E0,9.299337769E1,4.734236891E0,3.378096815E0
5.367299030E2,6.650276055E1,2.576944567E1,1.622494423E2,1.587797728E0,9.299337769E1,4.736119677E0,3.375456627E0
5.377299017E2,6.650276123E1,2.576948447E1,1.622194286E2,1.604151090E0,9.299337769E1,4.736119402E0,3.375457012E0
5.387298994E2,6.650277198E1,2.576952497E1,1.624374313E2,1.634148814E0,9.299337769E1,4.736324649E0,3.375169011E0
5.397298974E2,6.650276692E1,2.576956310E1,1.627783920E2,1.627868499E0,9.299337769E1,4.736252626E0,3.375270077E0
5.407298955E2,6.650276904E1,2.576959873E1,1.625212274E2,1.599378560E0,8.674664307E1,4.736606844E0,3.374772976E0
5.417298944E2,6.650276542E1,2.576963995E1,1.619768415E2,1.626498644E0,8.674664307E1,4.737461956E0,3.373572476E0
5.427298915E2,6.650276776E1,2.576966980E1,1.612205499E2,1.493438935E0,8.674664307E1,4.738382526E0,3.372279358E0
5.437298898E2,6.650276788E1,2.576970924E1,1.612991637E2,1.543796609E0,8.674664307E1,4.738113077E0,3.372657928E0
5.447298883E2,6.650276430E1,2.576975017E1,1.608741249E2,1.580913507E0,8.674664307E1,4.738008740E0,3.372804503E0
5.457298863E2,6.650276554E1,2.576978395E1,1.602286702E2,1.461151433E0,8.674664307E1,4.739341616E0,3.370931337E0
5.467298844E2,6.650276664E1,2.576982541E1,1.606178756E2,1.588029499E0,8.674664307E1,4.739333878E0,3.370942216E0
5.477298818E2,6.650276126E1,2.576986191E1,1.606100507E2,1.587355738E0,8.913308716E1,4.737996986E0,3.372821014E0
5.487298791E2,6.650276035E1,2.576989697E1,1.599845954E2,1.540157463E0,8.913308716E1,4.738682503E0,3.371857822E0
5.497298768E2,6.650275859E1,2.576993176E1,1.597509171E2,1.554117715E0,8.913308716E1,4.738371752E0,3.372294497E0
5.507298751E2,6.650276100E1,2.576997005E1,1.595844739E2,1.595610503E0,8.913308716E1,4.737571029E0,3.373419300E0
5.517298717E2,6.650275111E1,2.577000965E1,1.600033656E2,1.612820452E0,1.160480652E2,4.737665134E0,3.373287137E0
5.527298704E2,6.650274703E1,2.577004223E1,1.600296004E2,1.527928834E0,1.160480652E2,4.737471988E0,3.373558388E0
5.537298676E2,6.650274267E1,2.577007820E1,1.604203212E2,1.574148003E0,1.160480652E2,4.737020519E0,3.374192294E0
5.547298651E2,6.650274119E1,2.577012424E1,1.606123639E2,1.671241903E0,1.160480652E2,4.737309064E0,3.373787170E0
5.557298625E2,6.650273522E1,2.577015728E1,1.608882005E2,1.616056609E0,1.134409485E2,4.736195934E0,3.375349627E0
5.567298597E2,6.650273549E1,2.577020518E1,1.619291790E2,1.672564983E0,1.134409485E2,4.736088442E0,3.375500452E0
5.577298577E2,6.650272701E1,2.577024566E1,1.610986643E2,1.608451075E0,1.134409485E2,4.736787955E0,3.374518766E0
5.587298555E2,6.650271983E1,2.577028579E1,1.613655505E2,1.625898662E0,1.134409485E2,4.736488740E0,3.374938733E0
5.597298528E2,6.650271921E1,2.577032906E1,1.618057184E2,1.640489943E0,1.134409485E2,4.736789005E0,3.374517293E0
5.607298502E2,6.650271010E1,2.577036265E1,1.622593978E2,1.619389891E0,1.134409485E2,4.737197472E0,3.373943856E0
5.617298477E2,6.650270595E1,2.577040067E1,1.624655173E2,1.636439939E0,1.134409485E2,4.737394883E0,3.373666664E0
5.627298454E2,6.650269746E1,2.577043512E1,1.619641687E2,1.612285998E0,1.098046265E2,4.736603947E0,3.374777041E0
5.637298435E2,6.650268619E1,2.577047345E1,1.622969859E2,1.658806866E0,1.098046265E2,4.735630584E0,3.376142771E0
5.647298404E2,6.650268011E1,2.577050245E1,1.620651194E2,1.523104342E0,1.098046265E2,4.736061088E0,3.375538832E0
5.657298378E2,6.650267437E1,2.577054081E1,1.629289459E2,1.602385905E0,1.098046265E2,4.736781500E0,3.374527826E0
5.667298355E2,6.650268039E1,2.577058655E1,1.639571091E2,1.595026778E0,1.098046265E2,4.738501523E0,3.372112150E0
5.677298323E2,6.650268350E1,2.577062290E1,1.643605994E2,1.558572632E0,8.309698486E1,4.738843782E0,3.371631155E0
5.687298297E2,6.650268180E1,2.577066721E1,1.631382716E2,1.642406399E0,8.309698486E1,4.739100831E0,3.371269842E0
5.697298276E2,6.650268869E1,2.577070421E1,1.643482812E2,1.643058509E0,8.309698486E1,4.737891014E0,3.372969874E0
5.707298251E2,6.650269477E1,2.577073764E1,1.640504509E2,1.625346339E0,7.715661621E1,4.737425409E0,3.373623797E0
5.717298230E2,6.650269881E1,2.577077706E1,1.635857984E2,1.612224872E0,5.156143188E1,4.737470182E0,3.373560924E0
5.727298201E2,6.650271411E1,2.577080072E1,1.634763406E2,1.579373561E0,5.156143188E1,4.738472978E0,3.372152261E0
5.737298174E2,6.650272502E1,2.577083217E1,1.640783020E2,1.652522692E0,5.156143188E1,4.737084276E0,3.374102784E0
5.747298148E2,6.650273322E1,2.577086521E1,1.645219632E2,1.631683401E0,5.156143188E1,4.734638006E0,3.377534602E0
5.757298121E2,6.650274447E1,2.577089256E1,1.651158589E2,1.624812906E0,5.156143188E1,4.732215912E0,3.380927328E0
5.767298095E2,6.650275947E1,2.577090761E1,1.655967346E2,1.599721513E0,5.156143188E1,4.731725243E0,3.381614003E0
5.777298069E2,6.650276333E1,2.577094368E1,1.658075472E2,1.537781089E0,5.403002930E1,4.730430956E0,3.383424301E0
5.787298043E2,6.650277411E1,2.577096922E1,1.658095778E2,1.605812059E0,5.403002930E1,4.731073210E0,3.382526174E0
5.797298017E2,6.650278537E1,2.577099456E1,1.662404518E2,1.630086464E0,5.403002930E1,4.732283302E0,3.380833002E0
5.807297987E2,6.650279559E1,2.577102282E1,1.657834015E2,1.632027876E0,5.403002930E1,4.733607143E0,3.378979202E0
5.817297962E2,6.650280188E1,2.577105764E1,1.656517604E2,1.605458592E0,5.403002930E1,4.735055843E0,3.376948800E0
5.827297935E2,6.650281071E1,2.577109240E1,1.661351127E2,1.642337651E0,5.403002930E1,4.735487508E0,3.376343450E0
5.837297910E2,6.650281684E1,2.577111748E1,1.676507432E2,1.393346354E0,6.517810059E1,4.735226572E0,3.376709396E0
5.847297881E2,6.650282748E1,2.577114370E1,1.678255386E2,1.541000817E0,6.517810059E1,4.733868101E0,3.378613597E0
5.857297856E2,6.650283555E1,2.577118201E1,1.674414637E2,1.650099954E0,6.517810059E1,4.733576965E0,3.379021478E0
5.867297827E2,6.650284471E1,2.577121439E1,1.672585111E2,1.626734778E0,6.517810059E1,4.733408589E0,3.379257339E0
5.877297798E2,6.650284680E1,2.577125873E1,1.682729952E2,1.636045818E0,6.517810059E1,4.733754648E0,3.378772554E0
5.887297802E2,6.650284960E1,2.577129920E1,1.667167506E2,1.569236767E0,6.517810059E1,4.736078458E0,3.375514460E0
5.897297750E2,6.650284145E1,2.577133446E1,1.660501331E2,1.411522155E0,6.517810059E1,4.738075172E0,3.372711179E0
5.907297721E2,6.650283400E1,2.577134895E1,1.654597397E2,1.208689912E0,6.517810059E1,4.738202269E0,3.372532623E0
5.917297692E2,6.650283782E1,2.577140456E1,1.663259318E2,1.605070625E0,1.047852864E2,4.730943288E0,3.382707886E0
5.927297671E2,6.650284402E1,2.577143555E1,1.656799633E2,1.523168307E0,7.963613892E1,4.735403896E0,3.376460717E0
5.937297641E2,6.650284049E1,2.577147879E1,1.660749069E2,1.622863488E0,8.906204224E1,4.737764699E0,3.373147297E0
5.947297617E2,6.650283796E1,2.577151735E1,1.664288070E2,1.614670401E0,8.906204224E1,4.737988766E0,3.372832561E0
5.957297589E2,6.650283495E1,2.577155525E1,1.664613740E2,1.630969538E0,1.202934265E2,4.737496048E0,3.373524601E0
5.967297559E2,6.650283037E1,2.577159258E1,1.661507511E2,1.584552520E0,1.202934265E2,4.736950936E0,3.374289978E0
5.977297539E2,6.650282565E1,2.577163367E1,1.664417500E2,1.633167365E0,8.906204224E1,4.737547900E0,3.373451782E0
5.987297506E2,6.650282144E1,2.577167039E1,1.663721886E2,1.601693496E0,8.906204224E1,4.737583492E0,3.373401798E0
5.997297475E2,6.650281007E1,2.577169999E1,1.664602819E2,1.622529729E0,8.906204224E1,4.737627646E0,3.373339787E0
6.007297450E2,6.650280203E1,2.577173338E1,1.663605100E2,1.640495812E0,1.217589100E2,4.737168706E0,3.373984244E0
6.017297426E2,6.650278817E1,2.577176375E1,1.659216881E2,1.673943562E0,1.202934265E2,4.734723425E0,3.377414858E0
6.027297400E2,6.650278667E1,2.577181101E1,1.664466891E2,1.676295325E0,1.328445740E2,4.739183341E0,3.371153852E0
6.037297374E2,6.650277326E1,2.577183107E1,1.659993847E2,1.608727053E0,1.202934265E2,4.736873763E0,3.374398315E0
6.047297338E2,6.650276261E1,2.577184047E1,1.640731410E2,1.290448515E0,1.202934265E2,4.735982371E0,3.375649273E0
6.057297326E2,6.650275550E1,2.577186073E1,1.632900614E2,1.191494711E0,1.328445740E2,4.733946491E0,3.378503759E0
6.067297292E2,6.650274581E1,2.577192138E1,1.643673411E2,1.673458768E0,1.328445740E2,4.734957346E0,3.377086905E0
6.077297270E2,6.650273990E1,2.577195458E1,1.652281199E2,1.599707210E0,1.098448486E2,4.736785595E0,3.374522078E0
6.087297235E2,6.650273165E1,2.577198509E1,1.653153122E2,1.608349874E0,1.098448486E2,4.737019991E0,3.374193036E0
6.097297210E2,6.650272180E1,2.577201165E1,1.657019057E2,1.626274519E0,1.098448486E2,4.736160509E0,3.375399335E0
6.107297180E2,6.650271954E1,2.577205546E1,1.663200842E2,1.631395884E0,1.157180176E2,4.736654959E0,3.374705444E0
6.117297159E2,6.650271429E1,2.577209214E1,1.660964581E2,1.605339849E0,1.157180176E2,4.736271119E0,3.375244127E0
6.127297131E2,6.650270640E1,2.577212439E1,1.664369873E2,1.614602510E0,1.157180176E2,4.736066073E0,3.375531837E0
6.137297101E2,6.650270294E1,2.577216375E1,1.668105178E2,1.627473585E0,1.157180176E2,4.736604097E0,3.374776832E0
6.147297076E2,6.650269812E1,2.577220119E1,1.674063603E2,1.613636141E0,1.157180176E2,4.737341264E0,3.373741955E0
6.157297049E2,6.650269011E1,2.577223428E1,1.673489003E2,1.611733004E0,1.157180176E2,4.736515130E0,3.374901695E0
6.167297022E2,6.650268313E1,2.577226200E1,1.678682346E2,1.575936976E0,1.157180176E2,4.736265512E0,3.375251995E0
6.177296993E2,6.650267464E1,2.577229282E1,1.673578133E2,1.573952140E0,1.157180176E2,4.734915058E0,3.377146196E0
6.187296964E2,6.650267214E1,2.577233847E1,1.685429084E2,1.642281256E0,1.157180176E2,4.736162583E0,3.375396424E0
6.197296944E2,6.650266639E1,2.577237059E1,1.696850048E2,1.514350509E0,1.157180176E2,4.737326601E0,3.373762545E0
6.207296910E2,6.650265739E1,2.577239882E1,1.694262644E2,1.545426519E0,1.310207520E2,4.739448469E0,3.370781103E0
6.217296891E2,6.650264484E1,2.577242612E1,1.686009080E2,1.592026120E0,1.160482788E2,4.736845479E0,3.374438019E0
6.227296858E2,6.650263616E1,2.577246427E1,1.690067924E2,1.653627575E0,1.160482788E2,4.735083357E0,3.376910221E0
6.237296835E2,6.650262842E1,2.577249265E1,1.690093776E2,1.599892145E0,1.310207520E2,4.735294199E0,3.376614559E0
6.247296814E2,6.650261894E1,2.577252748E1,1.684284792E2,1.614299678E0,1.173328247E2,4.735703986E0,3.376039808E0
6.257296783E2,6.650261175E1,2.577256227E1,1.682301290E2,1.604018780E0,1.173328247E2,4.732786946E0,3.380127921E0
6.267296747E2,6.650260380E1,2.577259978E1,1.683931934E2,1.644940479E0,1.173328247E2,4.734556637E0,3.377648662E0
6.277296722E2,6.650259659E1,2.577263448E1,1.688829952E2,1.618207002E0,1.173328247E2,4.735241576E0,3.376688355E0
6.287296697E2,6.650259077E1,2.577266975E1,1.688791919E2,1.584382498E0,1.173328247E2,4.736272707E0,3.375241899E0
6.297296665E2,6.650258925E1,2.577271368E1,1.690528638E2,1.622492017E0,1.173328247E2,4.736330174E0,3.375161258E0
6.307296640E2,6.650258307E1,2.577275396E1,1.685972827E2,1.666090123E0,1.188973999E2,4.735439990E0,3.376410096E0
6.317296612E2,6.650257339E1,2.577277799E1,1.673273122E2,1.524780746E0,1.188973999E2,4.733144234E0,3.379627596E0
6.327296587E2,6.650257045E1,2.577280660E1,1.669605047E2,1.373781431E0,1.188973999E2,4.732109436E0,3.381076355E0
6.337296563E2,6.650256499E1,2.577284123E1,1.671102979E2,1.466234815E0,1.188973999E2,4.732329005E0,3.380769028E0
6.347296538E2,6.650256037E1,2.577288073E1,1.681093843E2,1.574448630E0,1.089755249E2,4.733641920E0,3.378930482E0
6.357296509E2,6.650254932E1,2.577292168E1,1.688061052E2,1.670326462E0,1.188973999E2,4.735329370E0,3.376565235E0
6.367298801E2,6.650254258E1,2.577296196E1,1.689256341E2,1.656872068E0,1.089755249E2,4.735794981E0,3.375912163E0
6.377298878E2,6.650253901E1,2.577300490E1,1.686974321E2,1.661990144E0,8.978076172E1,4.735635624E0,3.376135701E0
6.387298893E2,6.650253223E1,2.577304418E1,1.686810737E2,1.670859302E0,1.094184265E2,4.735888312E0,3.375781232E0
6.397298933E2,6.650252992E1,2.577309098E1,1.688854599E2,1.717137023E0,1.094184265E2,4.735818583E0,3.375879053E0
6.407298993E2,6.650253058E1,2.577313489E1,1.691293556E2,1.700059577E0,8.978076172E1,4.736320954E0,3.375174196E0
6.417299019E2,6.650253064E1,2.577317626E1,1.686120900E2,1.632788375E0,8.978076172E1,4.736942531E0,3.374301778E0
6.427299107E2,6.650253580E1,2.577322046E1,1.701461888E2,1.648335092E0,8.978076172E1,4.737493215E0,3.373528579E0
6.437299148E2,6.650253261E1,2.577325443E1,1.710916440E2,1.520409265E0,8.978076172E1,4.738947080E0,3.371485964E0
